CLIENTE;SOLICITANTE;SERVICIO;AP;ESTADO DE ENVÍO;MOTIVO POD;ULTIMA FECHA DE ACTUALIZACIÓN EN SAP;CENTRO STOCK;DESTINO ;VISITAS;RESPUESTA  SIN DEMORA;RESPUESTA CON DEMORA ;;TEXTOS UX;;TEXTOS UX + HC;TEXTOS UX + HC
SPP;102001254;PAQUETERIA;40021148 - 40040001 - 40041506;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 El auditor;102004520;PAQUETERIA;40041620;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 Puma;102003450;PAQUETERIA;40040115;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 Pickit;102003190;PAQUETERIA;40036896 - 40037606 - 40035570 - 40037273 - 40037314 - 40038562 - 40039029 - 40040169 - 40040170 - 40041213 - 40040944 - 40040278 - 40040213 - ;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 Argenpay;102003780;PAQUETERIA;40038331 - 40038332 - 40039419 - 40039935;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;102004140 Direct Group ;PAQUETERIA;40040076;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;102004176 Ac-Eastway;PAQUETERIA;40040133;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040932;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;102002628 Etercor;PAQUETERIA;40025753 - 40025755 - 40040016;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;102001628 Puntos y Premios;PAQUETERIA;40020414 - 40037922;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia; 102004281 Compagno Victoria (yellow&co);PAQUETERIA;40040198;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;  102004506 NIMASA SRL;PAQUETERIA;40041486;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia;102004431 TRIMAGE S.A;PAQUETERIA;40041558;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia (MAM Direct Group);102004140 Direct Group ;PAQUETERIA;40040077 - 40040573 ;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia (MAM AC Eastway);102004176 Ac-Eastway;PAQUETERIA;40040134 - 40040415;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia (MAM Lamoliant S.R.L);102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040962;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia (MAM Etercor);102002628 Etercor;PAQUETERIA;40040062 - 40040263;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
Macro Premia (MAM Puntos y premios);102001628 Puntos y Premios;PAQUETERIA;40038713;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
OCASA POSTAL 1 VISITA;102003502;POSTAL;40037750 - 40039390;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
OCASA DISTRIBUCION POSTAL 2 VISITAS (Salvo Licencias de Conducir);102003502;POSTAL;40037567 - 40037570 - 40039211 ;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
OCASA POSTAL 3 VISITAS;;POSTAL;40036841 - 40037569 - 40039213 - 40001009;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 DHL Global Forwarding;102003111;PAQUETERIA;40038162 - 40038346 - 40039098 - 40040229 - 40040655 - ;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 A.C.A.R.A;102000421;PAQUETERIA;40015973 - 40024854 - 40031360 - 40033676 - 40041252;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
ARCOR SAIC;102001674;PAQUETERIA;40026359 - 40036077 - 40036242 - 40036400 - 40036401 - 40036402;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
BRIGHSTAR;102003470;PAQUETERIA;40038106 - 40039077 - 40039083 - 40040634 - 40040892 - ;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 CAP E HIJOS;102004275;PAQUETERIA;40041003;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 CARGILL;102003197;PAQUETERIA;40035941 - 40040824 - 40036561;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;N/A;0;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
GOBIERNO DE LA CIUDAD (ENTREGA E/SUC OCASA);102002456;POSTAL;40040847;DESPACHADO;N/A;- 72 HS HABILES / + 72 HS HABILES;PRE ULTIMA MILLA;SUCURSAL ULTIMA MILLA;N/A;Hola! Tu paquete se encuentra viajando hacia la sucursal encargada de realizar la entrega en tu domicilio.;DERIVAR A ASESOR;;Tu pedido está viajando hacia la sucursal encargada de entregar en tu domicilio 🚐;;Tu pedido está llegando a la sucursal de retiro en las próximas 72 hs hábiles 🚐.Tené en cuenta que sólo el titular podrá retirarlo presentando el DNI y código de seguimiento.;Tu pedido está en camino a la sucursal OCASA, muy pronto  podrás recibirlo.
 Mercado Libre;102003501;ECOMMERCE;40036830;PENDIENTE DE DISTRIBUCION;N/A;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;N/A;0;Hola!, tu paquete se encuentra en nuestra Planta OCASA, recibiras tu encomienda dentro de las proximas 24 a 72 hs habiles en el horario de 09:00 a 18:00 horas. Podra ser recibido en el domicilio por el titular o tercero, acreditando DNI del titular y de la persona que recibe. ¡Que tengas un buen dia!;DERIVAR A ASESOR;;Tu pedido se encuentra en OCASA 🏣. Vas a recibirlo dentro de las próximas 24 a 72 hs. hábiles en el horario de 9:00 a 18:00 hs. Lo puede recibir el titular o un tercero, presentando el DNI del titular y de la persona que recibe. ;X;¡Ya tenemos el pedido! 🏣 Llegará dentro de las próximas 24 a 72 hs. hábiles en el horario de 9 a 18 hs. Puede recibirlo el titular con su DNI, o un tercero presentando el DNI del titular y el suyo.;¡Ya tenemos el pedido!  Llegará dentro de las próximas 24 a 72 hs. hábiles en el horario de 9 a 18 hs. Puede recibirlo el titular con su DNI, o un tercero presentando el DNI del titular y el suyo.
Brandlive (2 visitas);102003095;PAQUETERIA;"40035948 - 40036207 - 40036333 - 40036448 - 40036465 - 40036807 - 40036833 - 40036836 - 40036865 - 40036889 - 40037059 - 40037082 - 40037085 - 40037087 - 40037555 - 40037556 - 40037558 - 40037559 - 40037687 - 40037694 - 40037696 - 40037759 - 40038147 - 40038848 - 40039165 - 40039179 - 40039387 - 40039484 - 40040021 - 40041082 
";PENDIENTE DE DISTRIBUCION;N/A;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;N/A;0;Hola!, tu paquete se encuentra en nuestra Planta OCASA, recibiras tu encomienda dentro de las proximas 24 a 72 hs habiles en el horario de 09:00 a 18:00 horas. Podra ser recibido en el domicilio por el titular o tercero, acreditando DNI del titular y de la persona que recibe. ¡Que tengas un buen dia!;DERIVAR A ASESOR;;Tu pedido se encuentra en OCASA 🏣. Vas a recibirlo dentro de las próximas 24 a 72 hs. hábiles en el horario de 9:00 a 18:00 hs. Lo puede recibir el titular o un tercero, presentando el DNI del titular y de la persona que recibe. ; ;¡Ya tenemos el pedido! 🏣 Llegará dentro de las próximas 24 a 72 hs. hábiles en el horario de 9 a 18 hs. Puede recibirlo el titular con su DNI, o un tercero presentando el DNI del titular y el suyo.;¡Ya tenemos el pedido!  Llegará dentro de las próximas 24 a 72 hs. hábiles en el horario de 9 a 18 hs. Puede recibirlo el titular con su DNI, o un tercero presentando el DNI del titular y el suyo.
